pmid,title,authors,affiliations,journal,pub_date,doi,citations,keywords,abstract
38819558,Step-by-Step Bacterial Genome Comparison.,Carhuaricra-Huaman Dennis; Setubal João Carlos,"Programa de Pós-Graduação Interunidades em Bioinformática, Instituto de Matemática e Estatística, Universidade de São Paulo, Sao Paulo, SP, Brazil.; Research Group in Biotechnology Applied to Animal Health, Production and Conservation (SANIGEN), Laboratory of Biology and Molecular Genetics, Faculty of Veterinary Medicine, Universidad Nacional Mayor de San Marcos, San Borja, Lima, Peru.; Departamento de Bioquímica, Instituto de Química, Universidade de São Paulo, Sao Paulo, SP, Brazil. setubal@iq.usp.br.","Methods in molecular biology (Clifton, N.J.)",2024-05-31,10.1007/978-1-0716-3838-5_5,0,Comparative genomics; Phylogenetic analysis; Bacteria; Pangenome,"Thanks to advancements in genome sequencing and bioinformatics, thousands of bacterial genome sequences are available in public databases. This presents an opportunity to study bacterial diversity in unprecedented detail. This chapter describes a complete bioinformatics workflow for comparative genomics of bacterial genomes, including genome annotation, pangenome reconstruction and visualization, phylogenetic analysis, and identification of sequences of interest such as antimicrobial-resistance genes, virulence factors, and phage sequences. The workflow uses state-of-the-art, open-source tools. The workflow is presented by means of a comparative analysis of Salmonella enterica serovar Typhimurium genomes. The workflow is based on Linux commands and scripts, and result visualization relies on the R environment. The chapter provides a step-by-step protocol that researchers with basic expertise in bioinformatics can easily follow to conduct investigations on their own genome datasets."
39537924,Structural variation in the pangenome of wild and domesticated barley.,Jayakodi Murukarthick; Lu Qiongxian; Pidon Hélène; Rabanus-Wallace M Timothy; Bayer Micha; Lux Thomas; Guo Yu; Jaegle Benjamin; Badea Ana; Bekele Wubishet; Brar Gurcharn S; Braune Katarzyna; Bunk Boyke; Chalmers Kenneth J; Chapman Brett; Jørgensen Morten Egevang; Feng Jia-Wu; Feser Manuel; Fiebig Anne; Gundlach Heidrun; Guo Wenbin; Haberer Georg; Hansson Mats; Himmelbach Axel; Hoffie Iris; Hoffie Robert E; Hu Haifei; Isobe Sachiko; König Patrick; Kale Sandip M; Kamal Nadia; Keeble-Gagnère Gabriel; Keller Beat; Knauft Manuela; Koppolu Ravi; Krattinger Simon G; Kumlehn Jochen; Langridge Peter; Li Chengdao; Marone Marina P; Maurer Andreas; Mayer Klaus F X; Melzer Michael; Muehlbauer Gary J; Murozuka Emiko; Padmarasu Sudharsan; Perovic Dragan; Pillen Klaus; Pin Pierre A; Pozniak Curtis J; Ramsay Luke; Pedas Pai Rosager; Rutten Twan; Sakuma Shun; Sato Kazuhiro; Schüler Danuta; Schmutzer Thomas; Scholz Uwe; Schreiber Miriam; Shirasawa Kenta; Simpson Craig; Skadhauge Birgitte; Spannagl Manuel; Steffenson Brian J; Thomsen Hanne C; Tibbits Josquin F; Nielsen Martin Toft Simmelsgaard; Trautewig Corinna; Vequaud Dominique; Voss Cynthia; Wang Penghao; Waugh Robbie; Westcott Sharon; Rasmussen Magnus Wohlfahrt; Zhang Runxuan; Zhang Xiao-Qi; Wicker Thomas; Dockter Christoph; Mascher Martin; Stein Nils,"Leibniz Institute of Plant Genetics and Crop Plant Research (IPK) Gatersleben, Seeland, Germany.; Department of Soil and Crop Sciences, Texas A&M AgriLife Research-Dallas, Dallas, TX, USA.; Carlsberg Research Laboratory, Copenhagen, Denmark.; IPSiM, University of Montpellier, CNRS, INRAE, Institut Agro, Montpellier, France.; The James Hutton Institute, Dundee, UK.; PGSB-Plant Genome and Systems Biology, Helmholtz Center Munich-German Research Center for Environmental Health, Neuherberg, Germany.; Department of Plant and Microbial Biology, University of Zurich, Zurich, Switzerland.; Brandon Research and Development Centre, Agriculture et Agri-Food Canada, Brandon, Manitoba, Canada.; Ottawa Research and Development Centre, Agriculture et Agri-Food Canada, Ottawa, Ontario, Canada.; Faculty of Land and Food Systems, The University of British Columbia, Vancouver, British Columbia, Canada.; Faculty of Agricultural, Life and Environmental Sciences (ALES), University of Alberta, Edmonton, Alberta, Canada.; DSMZ-German Collection of Microorganisms and Cell Cultures GmbH, Braunschweig, Germany.; School of Agriculture, Food and Wine, University of Adelaide, Urrbrae, South Australia, Australia.; Western Crop Genetics Alliance, Food Futures Institute/School of Agriculture, Murdoch University, Murdoch, Western Australia, Australia.; Department of Biology, Lund University, Lund, Sweden.; Rice Research Institute, Guangdong Academy of Agricultural Sciences, Guangzhou, China.; Kazusa DNA Research Institute, Kisarazu, Japan.; Department of Agroecology, Aarhus University, Slagelse, Denmark.; Agriculture Victoria, Department of Jobs, Precincts and Regions, Agribio, La Trobe University, Bundoora, Victoria, Australia.; Plant Science Program, Biological and Environmental Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal, Saudi Arabia.; Department of Primary Industry and Regional Development, Government of Western Australia, Perth, Western Australia, Australia.; College of Agriculture, Yangtze University, Jingzhou, China.; Institute of Agricultural and Nutritional Sciences, Martin Luther University Halle-Wittenberg, Halle, Germany.; School of Life Sciences Weihenstephan, Technical University Munich, Freising, Germany.; Department of Agronomy and Plant Genetics, University of Minnesota, St. Paul, MN, USA.; Institute for Resistance Research and Stress Tolerance, Julius Kuehn-Institute (JKI), Federal Research Centre for Cultivated Plants, Quedlinburg, Germany.; SECOBRA Recherches, Maule, France.; Department of Plant Sciences and Crop Development Centre, University of Saskatchewan, Saskatoon, Saskatchewan, Canada.; Faculty of Agriculture, Tottori University, Tottori, Japan.; Institute of Plant Science and Resources, Okayama University, Kurashiki, Japan.; Department of Plant Pathology, University of Minnesota, St. Paul, MN, USA.; School of Life Sciences, University of Dundee, Dundee, UK.; Department of Plant and Microbial Biology, University of Zurich, Zurich, Switzerland. wicker@botinst.uzh.ch.; Carlsberg Research Laboratory, Copenhagen, Denmark. christoph.dockter@carlsberg.com.; Leibniz Institute of Plant Genetics and Crop Plant Research (IPK) Gatersleben, Seeland, Germany. mascher@ipk-gatersleben.de.; German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig, Leipzig, Germany. mascher@ipk-gatersleben.de.; Leibniz Institute of Plant Genetics and Crop Plant Research (IPK) Gatersleben, Seeland, Germany. stein@ipk-gatersleben.de.; Institute of Agricultural and Nutritional Sciences, Martin Luther University Halle-Wittenberg, Halle, Germany. stein@ipk-gatersleben.de.",Nature,2024-11-14,10.1038/s41586-024-08187-1,0,,"Pangenomes are collections of annotated genome sequences of multiple individuals of a species1. The structural variants uncovered by these datasets are a major asset to genetic analysis in crop plants2. Here we report a pangenome of barley comprising long-read sequence assemblies of 76 wild and domesticated genomes and short-read sequence data of 1,315 genotypes. An expanded catalogue of sequence variation in the crop includes structurally complex loci that are rich in gene copy number variation. To demonstrate the utility of the pangenome, we focus on four loci involved in disease resistance, plant architecture, nutrient release and trichome development. Novel allelic variation at a powdery mildew resistance locus and population-specific copy number gains in a regulator of vegetative branching were found. Expansion of a family of starch-cleaving enzymes in elite malting barleys was linked to shifts in enzymatic activity in micro-malting trials. Deletion of an enhancer motif is likely to change the developmental trajectory of the hairy appendages on barley grains. Our findings indicate that allelic diversity at structurally complex loci may have helped crop plants to adapt to new selective regimes in agricultural ecosystems."
37846049,PanKmer: k-mer-based and reference-free pangenome analysis.,Aylward Anthony J; Petrus Semar; Mamerto Allen; Hartwick Nolan T; Michael Todd P,"The Plant Molecular and Cellular Biology Laboratory, The Salk Institute for Biological Studies, La Jolla, CA 92037, United States.","Bioinformatics (Oxford, England)",2023-10-17,10.1093/bioinformatics/btad621,0,,"Pangenomes are replacing single reference genomes as the definitive representation of DNA sequence within a species or clade. Pangenome analysis predominantly leverages graph-based methods that require computationally intensive multiple genome alignments, do not scale to highly complex eukaryotic genomes, limit their scope to identifying structural variants (SVs), or incur bias by relying on a reference genome. Here, we present PanKmer, a toolkit designed for reference-free analysis of pangenome datasets consisting of dozens to thousands of individual genomes. PanKmer decomposes a set of input genomes into a table of observed k-mers and their presence-absence values in each genome. These are stored in an efficient k-mer index data format that encodes SNPs, INDELs, and SVs. It also includes functions for downstream analysis of the k-mer index, such as calculating sequence similarity statistics between individuals at whole-genome or local scales. For example, k-mers can be ""anchored"" in any individual genome to quantify sequence variability or conservation at a specific locus. This facilitates workflows with various biological applications, e.g. identifying cases of hybridization between plant species. PanKmer provides researchers with a valuable and convenient means to explore the full scope of genetic variation in a population, without reference bias. PanKmer is implemented as a Python package with components written in Rust, released under a BSD license. The source code is available from the Python Package Index (PyPI) at https://pypi.org/project/pankmer/ as well as Gitlab at https://gitlab.com/salk-tm/pankmer. Full documentation is available at https://salk-tm.gitlab.io/pankmer/."
39813779,"Perspectives and opportunities in forensic human, animal, and plant integrative genomics in the Pangenome era.",He Guanglin; Liu Chao; Wang Mengge,"Institute of Rare Diseases, West China Hospital of Sichuan University, Sichuan University, Chengdu 610000, China; Center for Archaeological Science, Sichuan University, Chengdu 610000, China. Electronic address: guanglinhescu@163.com.; Anti-Drug Technology Center of Guangdong Province, Guangzhou 510230, China. Electronic address: liuchaogzf@163.com.; Institute of Rare Diseases, West China Hospital of Sichuan University, Sichuan University, Chengdu 610000, China; Center for Archaeological Science, Sichuan University, Chengdu 610000, China; Department of Forensic Medicine, College of Basic Medicine, Chongqing Medical University, Chongqing 400331, China. Electronic address: Menggewang2021@163.com.",Forensic science international,2025-01-16,10.1016/j.forsciint.2025.112370,0,Forensic integrative genomics; Long-read third-generation sequencing; Pangenome reference; Genomic diversity; Paradigm shift,"The Human Pangenome Reference Consortium, the Chinese Pangenome Consortium, and other plant and animal pangenome projects have announced the completion of pilot work aimed at constructing high-quality, haplotype-resolved reference graph genomes representative of global ethno-linguistically different populations or different plant and animal species. These graph-based, gapless pangenome references, which are enriched in terms of genomic diversity, completeness, and contiguity, have the potential for enhancing long-read sequencing (LRS)-based genomic research, as well as improving mappability and variant genotyping on traditional short-read sequencing platforms. We comprehensively discuss the advancements in pangenome-based genomic integrative genomic discoveries across forensic-related species (humans, animals, and plants) and summarize their applications in variant identification and forensic genomics, epigenetics, transcriptomics, and microbiome research. Recent developments in multiplexed array sequencing have introduced a highly efficient and programmable technique to overcome the limitations of short forensic marker lengths in LRS platforms. This technique enables the concatenation of short RNA transcripts and DNA fragments into LRS-optimal molecules for sequencing, assembly, and genotyping. The integration of new pangenome reference coordinates and corresponding computational algorithms will benefit forensic integrative genomics by facilitating new marker identification, accurate genotyping, high-resolution panel development, and the updating of statistical algorithms. This review highlights the necessity of integrating LRS-based platforms, pangenome-based study designs, and graph-based pangenome references in short-read mapping and LRS-based innovations to achieve precision forensic science."
39552065,A gentle introduction to pangenomics.,Matthews Chelsea A; Watson-Haigh Nathan S; Burton Rachel A; Sheppard Anna E,"School of Agriculture, Food and Wine, Waite Campus, University of Adelaide, Urrbrae, South Australia 5064, Australia.; Australian Genome Research Facility, Victorian Comprehensive Cancer Centre, Melbourne, Victoria 3000, Australia.; South Australian Genomics Centre, SAHMRI, North Terrace, Adelaide, South Australia 5000, Australia.; Alkahest Inc., San Carlos, CA 94070, United States.; School of Biological Sciences, University of Adelaide, Adelaide, South Australia 5005, Australia.",Briefings in bioinformatics,2024-11-18,10.1093/bib/bbae588,0,pangenome; presence–absence variation (PAV); genomic variation; reference bias,"Pangenomes have emerged in response to limitations associated with traditional linear reference genomes. In contrast to a traditional reference that is (usually) assembled from a single individual, pangenomes aim to represent all of the genomic variation found in a group of organisms. The term 'pangenome' is currently used to describe multiple different types of genomic information, and limited language is available to differentiate between them. This is frustrating for researchers working in the field and confusing for researchers new to the field. Here, we provide an introduction to pangenomics relevant to both prokaryotic and eukaryotic organisms and propose a formalization of the language used to describe pangenomes (see the Glossary) to improve the specificity of discussion in the field."
38706000,Pangenome and multi-tissue gene atlas provide new insights into the domestication and highland adaptation of yaks.,Lan Daoliang; Fu Wei; Ji Wenhui; Mipam Tserang-Donko; Xiong Xianrong; Ying Shi; Xiong Yan; Sheng Peng; Ni Jiangping; Bai Lijun; Shan Tongling; Kong Xiangdong; Li Jian,"Ministry of Education of Key Laboratory of Qinghai-Tibetan Plateau Animal Genetic Resource and Utilization, Southwest Minzu University, Chengdu, China. landaoliang@163.com.; College of Animal & Veterinary Sciences, Southwest Minzu University, Chengdu, China. landaoliang@163.com.; Institute of Qinghai-Tibetan Plateau, Southwest Minzu University, Chengdu, China. landaoliang@163.com.; College of Animal & Veterinary Sciences, Southwest Minzu University, Chengdu, China.; Institute of Qinghai-Tibetan Plateau, Southwest Minzu University, Chengdu, China.; Ministry of Education of Key Laboratory of Qinghai-Tibetan Plateau Animal Genetic Resource and Utilization, Southwest Minzu University, Chengdu, China.; Jiguang Gene Biotechnology Co., Ltd., Nanjing, China.; Chengdu Genepre Technology Co., Ltd., Chengdu, China.; Shanghai Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Shanghai, China.; Jiguang Gene Biotechnology Co., Ltd., Nanjing, China. xdkong@zju.edu.cn.",Journal of animal science and biotechnology,2024-05-06,10.1186/s40104-024-01027-2,0,PAV-GWAS; Pangenome; High- and low-altitude; Yak; Novel genes,"The genetic diversity of yak, a key domestic animal on the Qinghai-Tibetan Plateau (QTP), is a vital resource for domestication and breeding efforts. This study presents the first yak pangenome obtained through the de novo assembly of 16 yak genomes. We discovered 290 Mb of nonreference sequences and 504 new genes. Our pangenome-wide presence and absence variation (PAV) analysis revealed 5,120 PAV-related genes, highlighting a wide range of variety-specific genes and genes with varying frequencies across yak populations. Principal component analysis (PCA) based on binary gene PAV data classified yaks into three new groups: wild, domestic, and Jinchuan. Moreover, we proposed a 'two-haplotype genomic hybridization model' for understanding the hybridization patterns among breeds by integrating gene frequency, heterozygosity, and gene PAV data. A gene PAV-GWAS identified a novel gene (BosGru3G009179) that may be associated with the multirib trait in Jinchuan yaks. Furthermore, an integrated transcriptome and pangenome analysis highlighted the significant differences in the expression of core genes and the mutational burden of differentially expressed genes between yaks from high and low altitudes. Transcriptome analysis across multiple species revealed that yaks have the most unique differentially expressed mRNAs and lncRNAs (between high- and low-altitude regions), especially in the heart and lungs, when comparing high- and low-altitude adaptations. The yak pangenome offers a comprehensive resource and new insights for functional genomic studies, supporting future biological research and breeding strategies."
36944262,Transporter Proteins as Ecological Assets and Features of Microbial Eukaryotic Pangenomes.,Milner David S; Galindo Luis Javier; Irwin Nicholas A T; Richards Thomas A,"Department of Biology, University of Oxford, Oxford, United Kingdom; email: thomas.richards@biology.ox.ac.uk.; Merton College, University of Oxford, Oxford, United Kingdom.",Annual review of microbiology,2023-03-22,10.1146/annurev-micro-032421-115538,0,virulence; gene duplication; horizontal gene transfer; adaptation; accessory genome; core genome,"Here we review two connected themes in evolutionary microbiology: (a) the nature of gene repertoire variation within species groups (pangenomes) and (b) the concept of metabolite transporters as accessory proteins capable of providing niche-defining ""bolt-on"" phenotypes. We discuss the need for improved sampling and understanding of pangenome variation in eukaryotic microbes. We then review the factors that shape the repertoire of accessory genes within pangenomes. As part of this discussion, we outline how gene duplication is a key factor in both eukaryotic pangenome variation and transporter gene family evolution. We go on to outline how, through functional characterization of transporter-encoding genes, in combination with analyses of how transporter genes are gained and lost from accessory genomes, we can reveal much about the niche range, the ecology, and the evolution of virulence of microbes. We advocate for the coordinated systematic study of eukaryotic pangenomes through genome sequencing and the functional analysis of genes found within the accessory gene repertoire."
38777691,The wild side of grape genomics.,Cantu Dario; Massonnet Mélanie; Cochetel Noé,"Department of Viticulture and Enology, University of California, Davis, Davis, CA 95616, USA; Genome Center, University of California, Davis, Davis, CA 95616, USA. Electronic address: dacantu@ucdavis.edu.; Department of Viticulture and Enology, University of California, Davis, Davis, CA 95616, USA.",Trends in genetics : TIG,2024-05-23,10.1016/j.tig.2024.04.014,0,disease resistance; pangenome; diploid genome assembly; flower sex determination; haplotype phasing,"With broad genetic diversity and as a source of key agronomic traits, wild grape species (Vitis spp.) are crucial to enhance viticulture's climatic resilience and sustainability. This review discusses how recent breakthroughs in the genome assembly and analysis of wild grape species have led to discoveries on grape evolution, from wild species' adaptation to environmental stress to grape domestication. We detail how diploid chromosome-scale genomes from wild Vitis spp. have enabled the identification of candidate disease-resistance and flower sex determination genes and the creation of the first Vitis graph-based pangenome. Finally, we explore how wild grape genomics can impact grape research and viticulture, including aspects such as data sharing, the development of functional genomics tools, and the acceleration of genetic improvement."
39621536,What Are We Learning from Plant Pangenomes?,Jayakodi Murukarthick; Shim Hyeonah; Mascher Martin,"1Texas A&M AgriLife Research Center at Dallas, Texas A&M University System, Dallas, Texas, USA.; 2Department of Soil and Crop Sciences, Texas A&M University, College Station, Texas, USA; email: muru.jayakodi@ag.tamu.edu.; 3Leibniz Institute of Plant Genetics and Crop Plant Research (IPK), Gatersleben, Seeland, Germany.; 4German Centre for Integrative Biodiversity Research (iDiv), Halle-Jena-Leipzig, Leipzig, Germany; email: mascher@ipk-gatersleben.de.",Annual review of plant biology,2024-12-02,10.1146/annurev-arplant-090823-015358,0,,"A single reference genome does not fully capture species diversity. By contrast, a pangenome incorporates multiple genomes to capture the entire set of nonredundant genes in a given species, along with its genome diversity. New sequencing technologies enable researchers to produce multiple high-quality genome sequences and catalog diverse genetic variations with better precision. Pangenomic studies have detected structural variants in plant genomes, dissected the genetic architecture of agronomic traits, and helped unravel molecular underpinnings and evolutionary origins of plant phenotypes. The pangenome concept has further evolved into a so-called superpangenome that includes wild relatives within a genus or clade and shifted to graph-based reference systems. Nevertheless, building pangenomes and representing complex structural variants remain challenging in many crops. Standardized computing pipelines and common data structures are needed to compare and interpret pangenomes. The growing body of plant pangenomics data requires new algorithms, huge data storage capacity, and training to help researchers and breeders take advantage of newly discovered genes and genetic variants."
38669452,Technological Development and Advances for Constructing and Analyzing Plant Pangenomes.,Hu Haifei; Li Risheng; Zhao Junliang; Batley Jacqueline; Edwards David,"Rice Research Institute, Guangdong Academy of Agricultural Sciences & Key Laboratory of Genetics and Breeding of High Quality Rice in Southern China (Co-construction by Ministry and Province), Ministry of Agriculture and Rural Affairs & Guangdong Key Laboratory of New Technology in Rice Breeding & Guangdong Rice Engineering Laboratory, Guangzhou 510640, China.; College of Agriculture, South China Agricultural University, Guangzhou, Guangdong 510642, China.; School of Biological Sciences, University of Western Australia, Perth, WA, Australia.; Centre for Applied Bioinformatics, University of Western Australia, Perth, WA 6009, Australia.",Genome biology and evolution,2024-04-26,10.1093/gbe/evae081,0,bioinformatic pipeline; genome variation; pangenome; data analysis and visualization; plant,"A pangenome captures the genomic diversity for a species, derived from a collection of genetic sequences of diverse populations. Advances in sequencing technologies have given rise to three primary methods for pangenome construction and analysis: de novo assembly and comparison, reference genome-based iterative assembly, and graph-based pangenome construction. Each method presents advantages and challenges in processing varying amounts and structures of DNA sequencing data. With the emergence of high-quality genome assemblies and advanced bioinformatic tools, the graph-based pangenome is emerging as an advanced reference for exploring the biological and functional implications of genetic variations."
39191555,"Wheat genomics: genomes, pangenomes, and beyond.",Tiwari Vijay K; Saripalli Gautam; Sharma Parva K; Poland Jesse,"Department of Plant Science and Landscape Architecture, University of Maryland, College Park, MD 20742, USA. Electronic address: vktiwari@umd.edu.; Department of Plant Science and Landscape Architecture, University of Maryland, College Park, MD 20742, USA; Department of Plant and Environmental Sciences, Pee Dee Research and Education Center, Clemson University, Florence, SC 29506, USA.; Department of Plant Science and Landscape Architecture, University of Maryland, College Park, MD 20742, USA.; Plant Science Program, Biological and Environmental Science and Engineering Division, King Abdullah University of Science and Technology (KAUST), Thuwal 23955-6900, Saudi Arabia.",Trends in genetics : TIG,2024-08-28,10.1016/j.tig.2024.07.004,0,genomics; wheat; genes; genomes; pangenome; traits; IWGSC,"There is an urgent need to improve wheat for upcoming challenges, including biotic and abiotic stresses. Sustainable wheat improvement requires the introduction of new genes and alleles in high-yielding wheat cultivars. Using new approaches, tools, and technologies to identify and introduce new genes in wheat cultivars is critical. High-quality genomes, transcriptomes, and pangenomes provide essential resources and tools to examine wheat closely to identify and manipulate new and targeted genes and alleles. Wheat genomics has improved excellently in the past 5 years, generating multiple genomes, pangenomes, and transcriptomes. Leveraging these resources allows us to accelerate our crop improvement pipelines. This review summarizes the progress made in wheat genomics and trait discovery in the past 5 years."
39626271,Panacus: fast and exact pangenome growth and core size estimation.,Parmigiani Luca; Garrison Erik; Stoye Jens; Marschall Tobias; Doerr Daniel,"Faculty of Technology and Center for Biotechnology (CeBiTec), Bielefeld University, Bielefeld 33615, Germany.; Department of Genetics, Genomics and Informatics, University of Tennessee Health Science Center, Memphis, TN 38163, United States.; Institute for Medical Biometry and Bioinformatics, Medical Faculty and University Hospital Düsseldorf, Heinrich Heine University Düsseldorf, Düsseldorf 40225, Germany.; Center for Digital Medicine, Heinrich Heine University Düsseldorf, Düsseldorf 40225, Germany.; Department for Endocrinology and Diabetology, Medical Faculty and University Hospital Düsseldorf, Heinrich Heine University Düsseldorf, Düsseldorf 40225, Germany.; German Diabetes Center (DDZ), Leibniz Institute for Diabetes Research, Düsseldorf 40225, Germany.","Bioinformatics (Oxford, England)",2024-12-03,10.1093/bioinformatics/btae720,0,,"Using a single linear reference genome poses a limitation to exploring the full genomic diversity of a species. The release of a draft human pangenome underscores the increasing relevance of pangenomics to overcome these limitations. Pangenomes are commonly represented as graphs, which can represent billions of base pairs of sequence. Presently, there is a lack of scalable software able to perform key tasks on pangenomes, such as quantifying universally shared sequence across genomes (the core genome) and measuring the extent of genomic variability as a function of sample size (pangenome growth). We introduce Panacus (pangenome-abacus), a tool designed to rapidly perform these tasks and visualize the results in interactive plots. Panacus can process GFA files, the accepted standard for pangenome graphs, and is able to analyze a human pangenome graph with 110 million nodes in <1 h. Panacus is implemented in Rust and is published as Open Source software under the MIT license. The source code and documentation are available at https://github.com/marschall-lab/panacus. Panacus can be installed via Bioconda at https://bioconda.github.io/recipes/panacus/README.html."
39803467,Mumemto: efficient maximal matching across pangenomes.,Shivakumar Vikram S; Langmead Ben,"Department of Computer Science, Johns Hopkins University.",bioRxiv : the preprint server for biology,2025-01-13,10.1101/2025.01.05.631388,0,,"Aligning genomes into common coordinates is central to pangenome analysis and construction, but it is also computationally expensive. Multi-sequence maximal unique matches (multi-MUMs) are guideposts for core genome alignments, helping to frame and solve the multiple alignment problem. We introduce Mumemto, a tool that computes multi-MUMs and other match types across large pangenomes. Mumemto allows for visualization of synteny, reveals aberrant assemblies and scaffolds, and highlights pangenome conservation and structural variation. Mumemto computes multi-MUMs across 320 human genome assemblies (960GB) in 25.7 hours with under 800 GB of memory, and over hundreds of fungal genome assemblies in minutes. Mumemto is implemented in C++ and Python and available open-source at https://github.com/vikshiv/mumemto."
39391331,Pangenome comparison via ED strings.,Gabory Esteban; Mwaniki Moses Njagi; Pisanti Nadia; Pissis Solon P; Radoszewski Jakub; Sweering Michelle; Zuba Wiktor,"Centrum Wiskunde & Informatica, Amsterdam, Netherlands.; Department of Computer Science, University of Pisa, Pisa, Italy.; Department of Computer Science, Vrije Universiteit, Amsterdam, Netherlands.; Institute of Informatics, University of Warsaw, Warsaw, Poland.",Frontiers in bioinformatics,2024-10-11,10.3389/fbinf.2024.1397036,0,pangenome comparison; intersection graph; SARS-CoV-2; elastic-degenerate string; matching statistics,"An elastic-degenerate (ED) string is a sequence of sets of strings. It can also be seen as a directed acyclic graph whose edges are labeled by strings. The notion of ED strings was introduced as a simple alternative to variation and sequence graphs for representing a pangenome, that is, a collection of genomic sequences to be analyzed jointly or to be used as a reference. In this study, we define notions of matching statistics of two ED strings as similarity measures between pangenomes and, consequently infer a corresponding distance measure. We then show that both measures can be computed efficiently, in both theory and practice, by employing the intersection graph of two ED strings. We also implemented our methods as a software tool for pangenome comparison and evaluated their efficiency and effectiveness using both synthetic and real datasets. As for efficiency, we compare the runtime of the intersection graph method against the classic product automaton construction showing that the intersection graph is faster by up to one order of magnitude. For showing effectiveness, we used real SARS-CoV-2 datasets and our matching statistics similarity measure to reproduce a well-established clade classification of SARS-CoV-2, thus demonstrating that the classification obtained by our method is in accordance with the existing one."
37267130,PanVA: Pangenomic Variant Analysis.,van den Brandt Astrid; Jonkheer Eef M; van Workum Dirk-Jan M; van de Wetering Huub; Smit Sandra; Vilanova Anna,,IEEE transactions on visualization and computer graphics,2023-06-02,10.1109/TVCG.2023.3282364,0,,"Genomics researchers increasingly use multiple reference genomes to comprehensively explore genetic variants underlying differences in detectable characteristics between organisms. Pangenomes allow for an efficient data representation of multiple related genomes and their associated metadata. However, current visual analysis approaches for exploring these complex genotype-phenotype relationships are often based on single reference approaches or lack adequate support for interpreting the variants in the genomic context with heterogeneous (meta)data. This design study introduces PanVA, a visual analytics design for pangenomic variant analysis developed with the active participation of genomics researchers. The design uniquely combines tailored visual representations with interactions such as sorting, grouping, and aggregation, allowing users to navigate and explore different perspectives on complex genotype-phenotype relations. Through evaluation in the context of plants and pathogen research, we show that PanVA helps researchers explore variants in genes and generate hypotheses about their role in phenotypic variation."
38915671,Panacus: fast and exact pangenome growth and core size estimation.,Parmigiani Luca; Garrison Erik; Stoye Jens; Marschall Tobias; Doerr Daniel,"Faculty of Technology and Center for Biotechnology (CeBiTec), Bielefeld University, Bielefeld, 33615, Germany.; Department of Genetics, Genomics and Informatics, University of Tennessee Health Science Center, Memphis, TN 38163, USA.; Institute for Medical Biometry and Bioinformatics, Medical Faculty and University Hospital Düsseldorf, Heinrich Heine University Düsseldorf, Germany.; Center for Digital Medicine, Heinrich Heine University Düsseldorf, Germany.; Department for Endocrinology and Diabetology, Medical Faculty and University Hospital Düsseldorf, Heinrich Heine University Düsseldorf, Germany.; German Diabetes Center (DDZ), Leibniz Institute for Diabetes Research, Düsseldorf, Germany.",bioRxiv : the preprint server for biology,2024-06-25,10.1101/2024.06.11.598418,0,,"Using a single linear reference genome poses a limitation to exploring the full genomic diversity of a species. The release of a draft human pangenome underscores the increasing relevance of pangenomics to overcome these limitations. Pangenomes are commonly represented as graphs, which can represent billions of base pairs of sequence. Presently, there is a lack of scalable software able to perform key tasks on pangenomes, such as quantifying universally shared sequence across genomes (the core genome) and measuring the extent of genomic variability as a function of sample size (pangenome growth). We introduce Panacus (pangenome-abacus), a tool designed to rapidly perform these tasks and visualize the results in interactive plots. Panacus can process GFA files, the accepted standard for pangenome graphs, and is able to analyze a human pangenome graph with 110 million nodes in less than one hour. Panacus is implemented in Rust and is published as Open Source software under the MIT license. The source code and documentation are available at https://github.com/marschall-lab/panacus. Panacus can be installed via Bioconda at https://bioconda.github.io/recipes/panacus/README.html."
38743630,Bacterial lifestyle shapes pangenomes.,Dewar Anna E; Hao Chunhui; Belcher Laurence J; Ghoul Melanie; West Stuart A,"Department of Biology, University of Oxford, Oxford OX1 3SZ, United Kingdom.",Proceedings of the National Academy of Sciences of the United States of America,2024-05-15,10.1073/pnas.2320170121,0,phylogenetic comparative methods; causal inference; horizontal gene transfer,"Pangenomes vary across bacteria. Some species have fluid pangenomes, with a high proportion of genes varying between individual genomes. Other species have less fluid pangenomes, with different genomes tending to contain the same genes. Two main hypotheses have been suggested to explain this variation: differences in species' bacterial lifestyle and effective population size. However, previous studies have not been able to test between these hypotheses because the different features of lifestyle and effective population size are highly correlated with each other, and phylogenetically conserved, making it hard to disentangle their relative importance. We used phylogeny-based analyses, across 126 bacterial species, to tease apart the causal role of different factors. We found that pangenome fluidity was lower in i) host-associated compared with free-living species and ii) host-associated species that are obligately dependent on a host, live inside cells, and are more pathogenic and less motile. In contrast, we found no support for the competing hypothesis that larger effective population sizes lead to more fluid pangenomes. Effective population size appears to correlate with pangenome variation because it is also driven by bacterial lifestyle, rather than because of a causal relationship."
